date,cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_max (°C),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),weather_code,temperature_2m_max  (°C),temperature_2m_min  (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (mm),precipitation_hours (hour),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h)
2000-01-01,89,2,5.8,2.6,86,60,16.2,8.6,51.0,12.841,6.491,35240.28,29380.857,0.3,0.3,0.0,1.0,22.862125,39.239998
2000-01-02,72,6,5.1,2.2,85,49,20.2,11.7,53.0,12.540999,7.541,35278.86,31600.023,2.5,2.5,0.0,6.0,23.177402,44.639996
2000-01-03,47,24,7.0,3.4,81,63,19.4,10.7,3.0,13.891,8.540999,35320.746,31651.047,0.0,0.0,0.0,0.0,16.055353,29.88
2000-01-04,99,6,5.5,2.4,80,48,14.0,9.7,2.0,14.240999,5.191,35365.832,31703.68,0.0,0.0,0.0,0.0,11.988594,24.84
2000-01-05,62,13,7.3,3.4,90,58,8.6,5.7,2.0,14.341,6.991,35414.023,31757.799,0.0,0.0,0.0,0.0,11.570515,21.24
2000-01-06,72,33,7.3,5.1,93,54,9.7,5.9,3.0,14.240999,7.6410003,35465.23,31813.277,0.0,0.0,0.0,0.0,12.397806,22.68
2000-01-07,92,48,8.8,6.1,94,59,11.5,7.4,51.0,14.091,7.3910003,35519.35,28885.824,0.5,0.5,0.0,2.0,7.289445,15.84
2000-01-08,96,22,10.1,6.7,96,74,9.0,2.2,2.0,14.941,5.1410003,35576.297,31927.795,0.0,0.0,0.0,0.0,10.182337,18.359999
2000-01-09,69,3,6.9,1.1,95,39,13.0,5.4,2.0,14.490999,2.7410002,35635.957,31992.922,0.0,0.0,0.0,0.0,10.028439,16.919998
2000-01-10,72,0,7.0,2.0,95,48,10.4,6.2,51.0,14.341,6.541,35698.25,32046.207,0.5,0.5,0.0,4.0,8.534353,16.919998
2000-01-11,67,17,8.7,5.9,98,57,9.7,4.5,53.0,13.740999,6.341,35763.07,32106.555,0.9,0.9,0.0,2.0,9.793058,20.16
2000-01-12,100,18,9.0,5.6,98,67,9.0,5.9,3.0,13.191,5.191,35830.33,32167.488,0.0,0.0,0.0,0.0,17.287498,29.16
2000-01-13,95,13,7.3,4.6,97,58,11.9,8.6,0.0,13.290999,4.791,35899.926,32233.61,0.0,0.0,0.0,0.0,12.783802,25.199999
2000-01-14,13,0,4.5,2.8,88,49,8.3,6.8,0.0,14.790999,2.891,35971.766,32294.605,0.0,0.0,0.0,0.0,8.766573,17.64
2000-01-15,1,0,5.9,2.4,97,45,7.9,2.5,1.0,15.941,2.191,36045.758,32392.75,0.0,0.0,0.0,0.0,10.086427,14.759999
2000-01-16,25,0,6.9,1.6,96,46,10.8,3.6,2.0,14.441,7.041,36121.805,32401.904,0.0,0.0,0.0,0.0,25.233404,43.56
2000-01-17,58,0,6.4,3.9,92,49,15.5,8.6,3.0,15.141,7.441,36199.824,32441.537,0.0,0.0,0.0,0.0,29.01966,50.76
2000-01-18,90,4,6.2,4.2,89,48,18.0,10.8,51.0,15.441,7.041,36279.855,26107.742,0.90000004,0.90000004,0.0,5.0,22.392464,37.079998
2000-01-19,99,1,8.5,3.9,87,52,19.1,11.1,55.0,12.240999,9.091,36362.777,21174.5,6.799999,6.799999,0.0,17.0,26.368616,40.68
2000-01-20,100,58,8.7,6.4,93,68,12.2,6.1,51.0,12.141,5.941,36448.63,30739.139,1.0,1.0,0.0,6.0,10.799999,19.08
2000-01-21,100,0,8.2,2.2,94,51,8.6,5.9,3.0,14.391,5.841,36537.27,31870.584,0.0,0.0,0.0,0.0,16.394829,32.039997
2000-01-22,82,1,5.2,2.1,85,47,11.5,5.9,51.0,15.990999,4.291,36628.535,29894.89,0.1,0.1,0.0,1.0,26.66188,48.239998
2000-01-23,94,0,5.3,2.3,88,41,17.6,11.0,2.0,13.591,6.441,36722.277,32496.363,0.0,0.0,0.0,0.0,22.565422,42.48
2000-01-24,51,0,3.5,0.4,78,41,14.4,8.1,3.0,13.540999,4.8910003,36818.36,32400.0,0.0,0.0,0.0,0.0,15.03835,24.84
2000-01-25,86,20,7.3,2.8,87,49,12.2,2.3,51.0,15.691,6.291,36916.625,32498.586,0.1,0.1,0.0,1.0,13.679999,23.039999
2000-01-26,64,1,10.0,5.6,95,61,6.8,2.1,51.0,14.941,8.740999,37016.934,32400.0,0.5,0.5,0.0,4.0,11.542478,20.880001
2000-01-27,84,0,10.0,8.1,96,69,10.8,5.3,3.0,17.291,8.641,37119.145,29532.13,0.0,0.0,0.0,0.0,20.60823,35.28
2000-01-28,100,0,9.5,7.6,99,54,12.2,7.0,3.0,17.241,5.1410003,37223.113,32667.273,0.0,0.0,0.0,0.0,11.183201,21.96
2000-01-29,94,0,9.4,4.2,95,54,10.1,5.1,3.0,17.691,8.790999,37328.707,32571.51,0.0,0.0,0.0,0.0,22.380884,39.239998
2000-01-30,100,0,8.3,5.9,92,46,21.6,11.5,2.0,17.541,9.740999,37435.793,32904.613,0.0,0.0,0.0,0.0,14.986553,29.16
2000-01-31,51,3,10.0,6.3,87,55,7.9,2.2,3.0,20.441,4.791,37544.234,32813.473,0.0,0.0,0.0,0.0,9.346143,16.199999
2000-02-01,99,0,10.4,4.3,97,37,9.0,1.0,3.0,20.341,5.791,37653.902,32742.254,0.0,0.0,0.0,0.0,8.350138,11.879999
2000-02-02,100,0,10.1,5.6,99,40,6.8,1.5,3.0,18.341,9.191,37764.668,32922.477,0.0,0.0,0.0,0.0,20.61766,37.079998
2000-02-03,96,0,10.3,6.3,84,56,11.5,7.2,51.0,16.341,11.540999,37876.406,32946.754,0.2,0.2,0.0,2.0,30.500309,55.8
2000-02-04,78,2,10.5,5.4,90,62,29.5,15.8,1.0,14.441,8.841,37988.996,33982.473,0.0,0.0,0.0,0.0,22.55106,37.8
2000-02-05,33,3,4.5,2.2,74,44,14.8,9.7,1.0,14.740999,5.791,38102.316,33925.99,0.0,0.0,0.0,0.0,10.086427,21.24
2000-02-06,42,0,5.9,4.3,92,50,7.6,1.5,0.0,16.140999,4.091,38216.242,34453.004,0.0,0.0,0.0,0.0,10.028439,22.319998
2000-02-07,19,0,7.7,3.6,97,48,9.4,3.4,3.0,16.741,8.141,38330.82,30757.219,0.0,0.0,0.0,0.0,26.099379,47.88
2000-02-08,100,3,7.6,4.4,93,44,14.8,8.4,3.0,19.741,10.591,38447.164,33913.875,0.0,0.0,0.0,0.0,29.810522,48.239998
2000-02-09,100,0,7.4,2.8,74,44,14.4,9.7,53.0,13.691,10.641,38565.348,33076.543,1.3000001,1.3000001,0.0,4.0,39.80565,76.32
2000-02-10,88,5,5.9,0.6,72,45,46.1,27.0,2.0,14.191,9.790999,38685.254,34014.8,0.0,0.0,0.0,0.0,34.38895,57.96
2000-02-11,72,2,4.7,1.8,71,47,20.5,11.7,3.0,16.640999,5.8910003,38806.74,34013.754,0.0,0.0,0.0,0.0,11.753877,20.880001
2000-02-12,100,1,7.5,3.1,88,40,13.3,1.1,51.0,15.441,10.240999,38929.664,34301.7,0.5,0.5,0.0,2.0,29.827904,52.92
2000-02-13,96,9,8.3,3.7,87,45,12.6,3.6,3.0,16.640999,10.641,39053.91,33200.727,0.0,0.0,0.0,0.0,25.772078,47.16
2000-02-14,99,0,7.7,5.4,80,48,13.3,8.2,3.0,18.491,8.341,39179.344,34232.062,0.0,0.0,0.0,0.0,16.641972,33.12
2000-02-15,96,0,7.7,5.1,90,41,16.6,10.0,3.0,21.741,9.441,39305.844,36221.53,0.0,0.0,0.0,0.0,16.992609,30.960001
2000-02-16,91,0,7.6,2.6,82,30,11.5,5.8,55.0,16.091,11.990999,39433.285,35775.434,1.5,1.5,0.0,3.0,27.890127,51.12
2000-02-17,99,1,7.7,1.6,70,39,16.6,9.4,51.0,15.391,9.891,39561.543,36238.133,1.3000001,1.3000001,0.0,5.0,33.667217,56.519997
2000-02-18,92,0,7.4,0.7,78,37,18.7,10.1,0.0,22.791,8.490999,39690.504,36626.074,0.0,0.0,0.0,0.0,18.328207,34.56
2000-02-19,1,0,7.1,2.3,70,26,9.4,7.1,3.0,20.241,8.641,39820.05,36761.926,0.0,0.0,0.0,0.0,24.962307,44.639996
2000-02-20,88,0,7.7,3.6,81,39,11.9,7.4,3.0,16.091,10.191,39950.062,34714.297,0.0,0.0,0.0,0.0,27.381306,50.399998
2000-02-21,82,0,5.0,0.8,67,36,19.1,12.2,3.0,16.241,6.591,40080.434,37034.418,0.0,0.0,0.0,0.0,13.281023,22.319998
2000-02-22,95,0,6.5,0.7,83,35,14.8,7.2,51.0,15.740999,7.041,40211.043,35846.78,1.2,1.2,0.0,5.0,14.277983,23.759998
2000-02-23,98,19,7.1,4.1,91,47,8.6,1.8,53.0,13.790999,8.691,40341.79,37307.14,0.9,0.9,0.0,3.0,26.987997,49.32
2000-02-24,43,10,7.5,2.3,92,48,19.1,12.7,51.0,14.841,7.741,40472.562,37443.305,1.0,1.0,0.0,5.0,24.162945,43.56
2000-02-25,76,0,5.7,2.8,85,44,11.5,6.5,0.0,19.291,6.591,40603.25,37579.19,0.0,0.0,0.0,0.0,16.375053,30.960001
2000-02-26,0,0,8.6,1.9,88,32,8.6,0.4,3.0,19.091,7.3910003,40733.75,37714.68,0.0,0.0,0.0,0.0,14.154915,27.359999
2000-02-27,86,0,10.2,6.7,97,47,9.4,4.8,3.0,18.191,9.141,40864.12,34509.484,0.0,0.0,0.0,0.0,16.09969,29.88
2000-02-28,100,0,10.6,7.9,99,51,5.4,0.7,3.0,19.140999,8.091,40995.41,36843.883,0.0,0.0,0.0,0.0,22.218153,38.88
2000-02-29,84,0,10.4,6.3,100,43,6.1,3.7,3.0,23.741,10.691,41127.742,37368.258,0.0,0.0,0.0,0.0,23.795427,42.839996
2000-03-01,84,0,10.4,-2.8,96,22,22.7,12.6,1.0,18.291,10.641,41261.008,38259.562,0.0,0.0,0.0,0.0,38.175278,66.6
2000-03-02,31,0,5.9,-2.4,59,28,22.0,12.6,0.0,17.140999,8.691,41395.117,38397.64,0.0,0.0,0.0,0.0,23.1774,40.32
2000-03-03,1,0,4.2,0.8,69,34,13.3,1.6,0.0,22.640999,7.941,41529.953,38536.273,0.0,0.0,0.0,0.0,16.267857,29.88
2000-03-04,8,0,7.3,-4.1,77,17,10.4,1.3,2.0,20.741,10.141,41665.43,38675.367,0.0,0.0,0.0,0.0,19.914217,37.079998
2000-03-05,60,0,7.6,5.3,81,37,14.8,9.1,2.0,17.591,9.191,41801.434,38814.81,0.0,0.0,0.0,0.0,16.92383,29.88
2000-03-06,68,0,9.9,6.6,93,49,15.5,8.9,3.0,20.041,7.691,41937.875,38954.5,0.0,0.0,0.0,0.0,23.023119,38.16
2000-03-07,89,0,10.3,5.6,100,39,11.2,7.0,3.0,19.741,10.141,42074.664,39094.34,0.0,0.0,0.0,0.0,18.806337,32.399998
2000-03-08,90,0,10.2,7.2,94,45,13.0,3.7,2.0,17.691,9.091,42211.695,39234.23,0.0,0.0,0.0,0.0,19.110542,34.56
2000-03-09,60,0,9.3,4.3,85,42,9.7,1.3,0.0,21.291,7.691,42348.867,39322.652,0.0,0.0,0.0,0.0,10.464797,22.319998
2000-03-10,15,0,8.0,3.2,95,31,8.6,1.3,0.0,23.791,8.891,42486.105,39376.227,0.0,0.0,0.0,0.0,12.661564,26.28
2000-03-11,1,0,7.9,2.0,80,26,7.6,3.4,0.0,25.041,8.591,42623.297,39429.473,0.0,0.0,0.0,0.0,15.844089,29.88
2000-03-12,19,0,9.8,4.4,78,27,7.2,2.5,3.0,22.140999,9.290999,42760.35,39482.4,0.0,0.0,0.0,0.0,18.681883,32.399998
2000-03-13,100,2,12.2,8.1,100,41,7.6,5.3,3.0,19.691,12.441,42897.184,33132.324,0.0,0.0,0.0,0.0,19.770523,38.519997
2000-03-14,100,73,12.6,9.6,98,52,9.4,4.9,3.0,18.991,11.391,43033.695,34284.8,0.0,0.0,0.0,0.0,14.48972,29.519999
2000-03-15,100,10,11.7,9.2,98,54,4.7,0.7,51.0,18.341,10.591,43169.79,39600.0,0.3,0.3,0.0,2.0,26.552288,43.199997
2000-03-16,89,4,11.1,6.3,96,45,7.6,4.3,1.0,19.541,10.941,43305.375,39629.508,0.0,0.0,0.0,0.0,24.606731,43.92
2000-03-17,35,0,9.6,3.2,85,34,10.4,4.0,2.0,21.140999,8.990999,43440.355,39687.71,0.0,0.0,0.0,0.0,14.003028,33.48
2000-03-18,78,0,9.8,1.5,84,27,7.9,3.7,51.0,17.841,8.391,43574.793,39684.805,0.2,0.2,0.0,2.0,17.87718,32.399998
2000-03-19,56,2,10.3,6.6,89,48,7.2,2.9,61.0,17.291,10.841,43709.645,39604.086,5.6999993,5.6999993,0.0,15.0,20.188908,39.239998
2000-03-20,95,34,10.6,9.0,93,63,18.7,11.5,51.0,20.991,10.540999,43845.04,38291.605,0.7,0.7,0.0,5.0,16.24394,30.960001
2000-03-21,98,0,11.8,9.4,97,48,10.4,4.3,51.0,19.691,11.341,43980.883,39600.0,0.2,0.2,0.0,1.0,15.463244,31.319998
2000-03-22,71,0,12.7,10.9,98,58,14.4,8.2,3.0,20.991,12.941,44117.105,39600.0,0.0,0.0,0.0,0.0,22.065973,40.32
2000-03-23,97,0,12.5,10.5,97,51,14.8,8.1,3.0,23.091,11.391,44253.6,39927.652,0.0,0.0,0.0,0.0,15.580141,29.88
2000-03-24,99,2,12.6,10.7,98,46,13.7,9.0,51.0,18.741,11.591,44390.305,25222.342,0.1,0.1,0.0,1.0,23.667091,40.32
2000-03-25,100,41,13.0,11.2,98,65,8.3,3.6,3.0,19.191,12.841,44527.117,39188.633,0.0,0.0,0.0,0.0,32.409996,53.639996
2000-03-26,89,3,12.7,9.3,93,53,13.0,6.1,2.0,21.841,8.990999,44663.96,40565.074,0.0,0.0,0.0,0.0,19.171478,39.239998
2000-03-27,72,1,11.6,8.1,97,42,10.1,4.0,51.0,20.791,13.441,44800.742,20600.805,1.5000001,1.5000001,0.0,6.0,26.250393,48.6
2000-03-28,100,18,12.3,8.0,85,44,15.5,7.6,3.0,20.491,10.891,44937.38,41055.336,0.0,0.0,0.0,0.0,19.881649,42.48
2000-03-29,100,0,11.6,10.0,96,53,6.5,3.7,3.0,23.041,9.891,45073.785,41081.35,0.0,0.0,0.0,0.0,19.8,34.92
2000-03-30,100,0,10.6,6.7,97,37,7.2,1.0,53.0,24.191,12.290999,45209.87,34342.645,3.1,3.1,0.0,7.0,18.345877,33.839996
2000-03-31,100,3,15.1,9.9,94,40,9.0,1.4,3.0,21.390999,12.441,45345.547,41546.04,0.0,0.0,0.0,0.0,18.861387,34.2
2000-04-01,95,0,13.2,8.5,96,45,13.0,5.6,3.0,22.991,12.290999,45480.727,41619.273,0.0,0.0,0.0,0.0,28.227304,51.12
2000-04-02,100,50,12.2,8.8,96,41,14.4,9.0,3.0,31.341,15.290999,45615.316,41936.58,0.0,0.0,0.0,0.0,35.364388,65.159996
2000-04-03,95,0,12.2,3.3,75,17,19.8,9.1,2.0,29.841,13.941,45749.227,41860.113,0.0,0.0,0.0,0.0,43.921474,77.4
2000-04-04,79,0,15.0,-2.5,88,12,16.9,5.8,1.0,23.241,10.641,45882.355,42105.418,0.0,0.0,0.0,0.0,25.6233,43.56
2000-04-05,26,0,12.2,1.2,82,23,11.5,3.3,2.0,21.941,11.691,46014.62,42273.816,0.0,0.0,0.0,0.0,21.42227,39.6
2000-04-06,73,0,9.4,2.1,75,32,13.7,0.7,1.0,20.691,11.891,46145.918,42445.84,0.0,0.0,0.0,0.0,18.584509,34.92
2000-04-07,20,0,10.7,7.4,91,47,4.0,0.4,51.0,19.441,10.341,46276.297,33407.055,0.2,0.2,0.0,1.0,19.64558,36.719997
2000-04-08,100,1,10.4,6.9,87,45,11.5,6.6,51.0,19.441,13.591,46406.664,30786.69,2.3999999,2.3999999,0.0,10.0,28.017622,52.199997
2000-04-09,100,59,13.6,10.7,92,62,19.8,8.3,3.0,20.941,14.040999,46537.137,41500.344,0.0,0.0,0.0,0.0,16.923828,30.599998
2000-04-10,96,4,12.7,11.3,91,55,6.8,5.1,63.0,23.441,11.641,46667.637,35126.336,12.900002,12.900002,0.0,7.0,22.26477,41.399998
2000-04-11,100,1,14.4,9.8,98,42,4.3,2.6,3.0,21.791,10.391,46798.062,43160.516,0.0,0.0,0.0,0.0,22.415602,36.719997
2000-04-12,86,0,11.0,7.2,85,39,19.8,9.2,3.0,26.791,13.290999,46928.34,42504.324,0.0,0.0,0.0,0.0,22.608458,36.36
2000-04-13,83,0,10.9,6.0,77,27,22.0,10.8,1.0,27.640999,15.141,47058.375,43650.3,0.0,0.0,0.0,0.0,24.482647,43.56
2000-04-14,44,0,12.2,6.0,72,25,21.2,7.6,0.0,22.291,14.341,47188.082,43633.195,0.0,0.0,0.0,0.0,26.882141,48.96
2000-04-15,5,0,13.1,9.9,85,50,20.5,7.1,0.0,26.841,11.641,47317.36,43941.21,0.0,0.0,0.0,0.0,28.410364,52.199997
2000-04-16,2,0,12.9,9.2,95,33,9.7,6.4,51.0,20.890999,14.841,47446.125,43919.266,0.70000005,0.70000005,0.0,4.0,35.377213,68.4
2000-04-17,97,0,11.3,5.7,75,37,19.1,7.1,3.0,22.890999,12.941,47574.28,44120.566,0.0,0.0,0.0,0.0,34.524357,58.679996
2000-04-18,89,0,7.7,3.2,70,28,34.9,19.0,51.0,22.541,12.941,47701.73,44324.438,0.1,0.1,0.0,1.0,31.608328,60.479996
2000-04-19,76,0,6.9,4.4,58,35,26.3,14.7,1.0,23.191,13.391,47828.37,44530.695,0.0,0.0,0.0,0.0,23.532547,43.199997
2000-04-20,35,1,10.5,5.2,77,31,19.4,12.5,0.0,24.890999,13.990999,47954.113,44618.8,0.0,0.0,0.0,0.0,17.935081,34.56
2000-04-21,8,0,12.3,9.1,86,37,7.9,0.8,0.0,27.441,12.141,48078.848,44827.43,0.0,0.0,0.0,0.0,16.645864,32.399998
2000-04-22,0,0,12.1,9.1,93,32,9.0,3.6,1.0,28.441,15.391,48202.465,43991.355,0.0,0.0,0.0,0.0,24.269983,43.56
2000-04-23,43,0,12.8,7.1,82,33,17.3,2.2,1.0,22.791,14.141,48324.875,45001.055,0.0,0.0,0.0,0.0,21.2522,38.16
2000-04-24,39,0,10.3,4.6,73,32,13.3,7.3,3.0,26.640999,12.341,48445.953,44761.496,0.0,0.0,0.0,0.0,19.562946,35.28
2000-04-25,83,0,13.2,10.0,94,36,12.2,6.4,2.0,28.091,13.441,48565.598,44643.695,0.0,0.0,0.0,0.0,23.363974,43.199997
2000-04-26,71,0,14.1,11.5,96,36,10.4,6.6,3.0,23.491,14.790999,48683.707,27335.943,0.0,0.0,0.0,0.0,28.58545,49.32
2000-04-27,100,43,13.7,12.1,92,49,11.9,8.7,3.0,22.541,15.841,48800.28,44130.164,0.0,0.0,0.0,0.0,29.834423,52.92
2000-04-28,99,1,13.5,9.9,86,49,29.5,5.4,2.0,23.390999,14.040999,48916.21,45208.96,0.0,0.0,0.0,0.0,20.674156,38.16
2000-04-29,78,0,12.2,5.5,80,32,7.9,1.8,1.0,22.741,11.591,49031.59,45359.844,0.0,0.0,0.0,0.0,19.45333,37.8
2000-04-30,26,0,12.2,8.4,97,41,4.3,0.4,3.0,22.491,12.191,49146.33,45185.97,0.0,0.0,0.0,0.0,17.581125,33.12
2000-05-01,99,0,12.3,7.1,95,37,9.0,3.3,1.0,22.991,11.740999,49260.33,45517.516,0.0,0.0,0.0,0.0,18.289274,33.48
2000-05-02,40,0,13.3,8.6,98,40,6.5,1.9,0.0,25.890999,12.141,49373.492,45546.344,0.0,0.0,0.0,0.0,18.289274,32.760002
2000-05-03,17,0,13.3,8.2,89,34,7.6,3.9,0.0,25.241,14.540999,49485.72,45561.91,0.0,0.0,0.0,0.0,20.523157,38.88
2000-05-04,3,0,15.3,11.6,94,42,5.0,3.3,2.0,26.191,15.191,49596.914,44711.31,0.0,0.0,0.0,0.0,25.570139,45.719997
2000-05-05,71,0,15.7,9.8,98,37,12.6,8.3,3.0,26.140999,15.641,49706.97,45591.37,0.0,0.0,0.0,0.0,31.311722,50.039997
2000-05-06,84,0,15.6,13.6,93,46,11.9,9.6,3.0,27.291,17.241,49815.777,44574.26,0.0,0.0,0.0,0.0,24.336637,42.48
2000-05-07,100,3,16.3,14.1,87,46,14.0,9.6,3.0,29.491,16.791,49923.234,44279.81,0.0,0.0,0.0,0.0,22.065973,38.519997
2000-05-08,83,2,16.4,15.3,95,42,10.8,2.5,3.0,26.841,16.991,50029.234,44429.81,0.0,0.0,0.0,0.0,24.269983,42.48
2000-05-09,100,42,16.0,14.5,91,47,13.0,7.2,51.0,29.441,19.241,50133.67,33625.676,0.3,0.3,0.0,1.0,22.226902,44.639996
2000-05-10,100,41,16.8,15.5,81,43,14.0,6.2,51.0,28.041,18.741,50236.418,39475.438,0.1,0.1,0.0,1.0,16.215992,40.32
2000-05-11,100,63,16.8,15.0,88,47,8.6,5.4,53.0,27.291,17.741,50337.367,43289.67,1.4000001,1.4000001,0.0,6.0,18.228943,37.8
2000-05-12,100,25,16.5,13.9,91,45,11.5,5.2,51.0,28.791,16.390999,50436.406,36000.0,0.7,0.7,0.0,3.0,19.734436,31.319998
2000-05-13,100,91,16.1,13.1,96,39,7.2,2.1,3.0,26.991,16.591,50533.41,45059.688,0.0,0.0,0.0,0.0,15.256526,30.960001
2000-05-14,99,2,16.0,13.8,95,45,9.7,4.7,53.0,26.140999,16.890999,50628.266,46014.066,0.5,0.5,0.0,1.0,14.77755,27.72
2000-05-15,39,0,16.9,15.1,96,53,5.4,1.5,3.0,26.741,15.141,50720.844,45547.25,0.0,0.0,0.0,0.0,17.462784,32.399998
2000-05-16,100,0,17.0,11.4,100,39,4.3,3.1,3.0,27.390999,15.891,50811.03,39208.31,0.0,0.0,0.0,0.0,22.961115,41.039997
2000-05-17,100,6,17.2,10.4,99,36,6.8,4.6,3.0,28.541,17.140999,50898.81,44085.234,0.0,0.0,0.0,0.0,21.407139,38.16
2000-05-18,100,0,16.6,13.8,92,41,12.6,7.4,1.0,26.541,17.041,50984.9,45568.914,0.0,0.0,0.0,0.0,14.986553,31.319998
2000-05-19,36,0,16.9,13.2,96,45,8.3,4.7,2.0,29.241,15.841,51069.387,46460.45,0.0,0.0,0.0,0.0,16.870138,32.399998
2000-05-20,73,0,15.7,12.4,94,37,4.7,0.8,3.0,34.690998,20.291,51152.188,35784.83,0.0,0.0,0.0,0.0,13.556282,39.239998
2000-05-21,100,5,17.3,11.8,65,26,11.9,4.3,51.0,28.741,20.441,51233.215,42856.06,0.2,0.2,0.0,2.0,20.674156,36.0
2000-05-22,100,12,17.5,15.9,83,47,10.4,5.4,3.0,27.791,19.841,51312.383,40286.766,0.0,0.0,0.0,0.0,17.654686,31.319998
2000-05-23,100,84,17.7,14.0,87,43,11.2,1.9,55.0,24.941,19.041,51389.613,39411.06,6.7999997,6.7999997,0.0,11.0,19.45333,31.68
2000-05-24,100,35,17.6,16.2,92,62,5.4,1.3,53.0,25.741,17.341,51464.812,36441.656,2.3,2.3,0.0,8.0,18.129137,39.239998
2000-05-25,100,61,18.5,16.6,96,59,3.6,1.5,61.0,24.741,18.441,51537.9,37753.16,8.6,8.6,0.0,13.0,22.86496,40.32
2000-05-26,100,65,18.9,15.8,99,68,14.8,6.5,51.0,22.390999,17.991,51608.78,38658.36,0.5,0.5,0.0,5.0,23.847115,42.48
2000-05-27,100,20,16.7,14.5,87,61,16.9,10.4,1.0,25.140999,17.441,51677.37,46879.32,0.0,0.0,0.0,0.0,19.562946,35.64
2000-05-28,32,0,17.1,14.5,94,52,10.4,4.7,2.0,28.890999,15.790999,51743.58,46699.586,0.0,0.0,0.0,0.0,14.830076,28.44
2000-05-29,78,0,18.1,12.2,97,36,8.3,4.3,0.0,29.491,16.841,51807.312,47196.918,0.0,0.0,0.0,0.0,13.746156,28.8
2000-05-30,0,0,17.7,12.2,97,36,5.8,2.2,1.0,29.841,17.841,51868.492,47357.13,0.0,0.0,0.0,0.0,16.267857,32.760002
2000-05-31,43,0,17.3,12.2,85,35,6.5,4.4,0.0,30.041,18.791,51927.016,47383.957,0.0,0.0,0.0,0.0,21.67786,38.16
2000-06-01,0,0,16.6,11.4,85,32,8.3,6.1,0.0,27.341,17.441,51982.797,47259.1,0.0,0.0,0.0,0.0,16.954432,31.68
2000-06-02,10,0,17.4,14.8,90,47,10.4,7.1,1.0,28.341,17.691,52035.746,47132.867,0.0,0.0,0.0,0.0,22.104116,41.039997
2000-06-03,29,0,17.7,13.1,98,39,4.7,1.9,3.0,28.741,16.941,52085.773,47005.457,0.0,0.0,0.0,0.0,23.507751,42.48
2000-06-04,81,0,17.5,13.0,97,38,9.7,6.2,1.0,29.741,17.691,52132.79,47258.56,0.0,0.0,0.0,0.0,22.45315,42.12
2000-06-05,31,0,17.8,12.7,97,36,13.3,8.0,3.0,31.241,17.741,52176.707,43997.652,0.0,0.0,0.0,0.0,17.057314,36.719997
2000-06-06,100,0,18.5,12.0,95,31,14.4,9.7,61.0,26.791,19.341,52217.484,39141.086,5.4999995,5.4999995,0.0,7.0,22.870626,42.839996
2000-06-07,99,4,18.5,12.1,84,43,16.2,8.9,51.0,25.691,17.441,52255.473,47138.31,0.2,0.2,0.0,2.0,18.947083,34.92
2000-06-08,97,2,16.3,11.5,82,43,6.8,4.6,3.0,29.291,17.191,52290.72,47258.52,0.0,0.0,0.0,0.0,25.872456,46.44
2000-06-09,90,0,17.2,14.5,93,41,5.8,1.5,3.0,31.591,19.241,52323.203,47258.707,0.0,0.0,0.0,0.0,33.847656,55.8
2000-06-10,98,0,18.8,14.1,91,40,20.2,9.8,2.0,26.691,18.791,52352.895,45353.293,0.0,0.0,0.0,0.0,28.449112,49.68
2000-06-11,76,0,13.8,10.8,72,39,31.3,17.1,2.0,27.041,17.441,52379.78,46700.684,0.0,0.0,0.0,0.0,18.775301,33.48
2000-06-12,73,0,16.6,11.1,81,37,12.6,6.5,0.0,26.341,18.491,52403.836,47259.78,0.0,0.0,0.0,0.0,23.708124,41.399998
2000-06-13,9,0,17.9,14.0,90,47,13.3,8.3,1.0,27.140999,18.741,52425.04,47260.28,0.0,0.0,0.0,0.0,21.142147,39.6
2000-06-14,41,0,18.7,15.4,95,50,18.7,11.1,51.0,27.491,18.691,52443.367,47054.953,0.2,0.2,0.0,1.0,23.023117,41.399998
2000-06-15,67,0,18.7,13.3,93,42,24.5,14.4,3.0,28.091,18.591,52458.81,47389.9,0.0,0.0,0.0,0.0,21.175835,38.519997
2000-06-16,80,0,17.3,11.9,84,37,17.6,11.2,0.0,29.691,18.640999,52471.344,47646.58,0.0,0.0,0.0,0.0,19.09358,36.719997
2000-06-17,1,0,17.5,13.8,80,39,17.3,10.0,0.0,28.841,19.390999,52480.965,47518.44,0.0,0.0,0.0,0.0,20.150354,37.44
2000-06-18,6,0,18.3,12.8,91,37,15.1,8.4,1.0,29.691,18.191,52487.645,47136.125,0.0,0.0,0.0,0.0,26.758923,47.16
2000-06-19,33,0,18.7,15.1,97,41,8.3,4.5,0.0,28.541,19.890999,52491.38,47391.215,0.0,0.0,0.0,0.0,21.794127,41.039997
2000-06-20,9,0,17.6,12.6,80,39,12.6,7.4,0.0,29.941,17.890999,52492.15,47391.438,0.0,0.0,0.0,0.0,21.129883,39.6
2000-06-21,12,0,18.0,13.3,96,36,9.7,7.1,1.0,30.640999,17.341,52489.94,47391.594,0.0,0.0,0.0,0.0,18.847641,36.719997
